,Sparsity,Proximity,Constraint_Violation,Redundancy,y-Nearest-Neighbours-Probability,y-Nearest-Neighbours-Distance,Time_taken,y-Nearest-Neighbours-Manifold-Distance,Sphere-Manifold-Distance,Success_Rate,Average_Time,y-Nearest-Neighbours
0,1.0,1.0,1.0,0.0,0.0,4.800000000000001,27.288726138001948,2.069120598249029,,0.372,24.111454506951997,0.1913978494623656
1,1.0,1.0,0.0,0.0,0.6,4.2,5.063648907002062,1.2045843822847877,,,,
2,3.0,2.0015024150241505,0.0,0.0,0.0,5.0,32.2861940570001,2.0816964607633572,,,,
3,2.0,1.0015024150241503,0.0,0.0,0.8,3.2,23.71663147900108,0.1548753684233774,0.21998666518649304,,,
4,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,27.095704458006367,1.0405023108039033,,,,
5,0.0,0.0,0.0,0.0,0.19999999999999996,2.6,24.411246572999517,1.067556537554148,,,,
6,3.0,2.0015024150241505,0.0,0.0,1.0,4.0,29.744752349994087,0.1422482018218636,0.300649821244796,,,
7,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,5.2168299540062435,1.0221335420775415,,,,
8,3.0,3.0,0.0,0.0,0.0,7.6000000000000005,27.70026745799987,4.178198057927204,,,,
9,3.0,3.0,0.0,0.0,0.0,5.0,4.919691306997265,2.1696894472533153,,,,
10,0.0,0.0,1.0,0.0,0.6,2.8000000000000003,0.05809555200539762,1.0694306038984471,,,,
11,2.0,2.0,1.0,0.0,0.0,4.6000000000000005,4.986580258002505,1.1750509753217018,,,,
12,2.0,0.0021690816908159468,0.0,0.0,0.19999999999999996,3.4000000000000004,29.132269895002537,0.04586539816275336,0.29199847405368573,,,
13,0.0,0.0,0.0,0.0,0.0,3.2,32.12631500100542,1.1104099271515577,,,,
14,2.0,2.0,0.0,0.0,0.0,3.0,23.614966722001554,2.0039413712735477,,,,
15,1.0,1.0,0.0,0.0,0.19999999999999996,5.2,21.79320286699658,1.369147516595087,,,,
16,2.0,2.0,0.0,0.0,0.3999999999999999,5.2,30.463801081001293,2.2073578934525484,,,,
17,4.0,2.008835748357483,0.0,0.0,0.3999999999999999,6.0,30.792604203001247,1.473791140374566,,,,
18,2.0,2.0,0.0,0.0,0.0,4.0,23.840913320003892,2.0352242266385887,,,,
19,6.0,3.0114294122693295,0.0,0.0,0.0,8.0,26.728987851995043,2.4179569640536087,,,,
20,2.0,2.0,0.0,0.0,0.3999999999999999,3.4000000000000004,1.589894329001254,1.0556087989123346,,,,
21,3.0,2.007333333333333,0.0,0.0,0.0,4.6000000000000005,30.482524817998637,1.0403271820229525,,,,
22,1.0,1.0,0.0,0.0,0.19999999999999996,4.2,23.549887059998582,2.056404734471144,,,,
23,3.0,2.0015024150241505,0.0,0.0,0.0,4.2,20.376652352002566,1.0724564864971586,,,,
24,1.0,1.0,0.0,0.0,0.0,3.4000000000000004,30.168631426997308,1.1015428786358263,,,,
25,3.0,1.0068085374731301,0.0,0.0,0.0,4.6000000000000005,23.26627338399703,1.0988769202642512,,,,
26,1.0,1.0,1.0,0.0,0.0,2.6,30.72561222800141,1.0241112368265783,,,,
27,3.0,3.0,0.0,0.0,0.0,6.0,24.39775490199827,3.1942689027203803,,,,
28,1.0,1.0,0.0,0.0,0.0,2.8000000000000003,0.058717494997836184,1.0403382529056477,,,,
29,4.0,2.008835748357483,0.0,0.0,0.0,5.800000000000001,24.576168727006007,1.0463937669269692,,,,
30,2.0,2.0,0.0,0.0,0.0,3.6,31.262311032995058,2.0113936266196872,,,,
31,3.0,3.0,0.0,0.0,0.0,3.6,32.988180899003055,2.016159561611214,,,,
32,0.0,0.0,0.0,0.0,0.0,2.6,28.436528580001323,1.020957990784171,,,,
33,0.0,0.0,0.0,0.0,0.0,2.6,23.23369018100493,1.0270325671527079,,,,
34,0.0,0.0,0.0,0.0,0.19999999999999996,3.2,22.97109764200286,1.055147634421396,,,,
35,2.0,2.0,0.0,0.0,0.19999999999999996,4.800000000000001,30.402246177996858,1.8860578846965141,,,,
36,4.0,1.0138593186923743,0.0,0.0,0.6,3.6,30.85076069799834,0.06926130518729932,0.23735406575158288,,,
37,4.0,3.0612244897959187,0.0,0.0,0.0,5.800000000000001,21.218224147996807,2.356095564719062,,,,
38,4.0,1.0067627456026618,0.0,0.0,0.6,5.4,23.293352216998755,0.1940388963104852,0.2940896140862935,,,
39,3.0,3.0,0.0,0.0,0.0,4.0,5.155551158997696,2.0562019202632156,,,,
40,5.0,2.0121406179892523,1.0,0.0,0.0,4.6000000000000005,4.8958721320013865,1.0577584508348772,,,,
41,3.0,1.0114149659863942,0.0,0.0,0.0,5.2,4.946942324997508,2.0231557711835357,,,,
42,0.0,0.0,1.0,0.0,0.8,3.4000000000000004,23.849716179000097,1.1542464363130294,,,,
43,1.0,1.0,0.0,0.0,0.3999999999999999,6.2,29.8203142880011,2.267405879255618,,,,
44,0.0,0.0,0.0,0.0,0.0,2.6,30.899262602004455,1.0236749647679275,,,,
45,1.0,1.0,0.0,0.0,0.0,3.0,4.7795507199989515,1.0254042870533737,,,,
46,1.0,1.0,0.0,0.0,0.3999999999999999,4.4,5.105745344000752,2.0646483537274594,,,,
47,1.0,1.0,1.0,0.0,0.19999999999999996,3.0,29.21821403699869,1.0516285115537871,,,,
48,4.0,2.008835748357483,0.0,0.0,0.0,5.4,23.285120149004797,2.022908036558315,,,,
49,1.0,1.0,0.0,0.0,0.0,5.800000000000001,30.25863488000323,1.3005196289975145,,,,
50,4.0,3.005333333333333,0.0,0.0,0.0,5.4,24.492919109994546,2.143787755605407,,,,
51,1.0,1.0,0.0,0.0,0.0,3.2,30.60571246100153,1.0737355708728944,,,,
52,0.0,0.0,0.0,0.0,0.0,2.8000000000000003,26.128333365006256,1.035426406788983,,,,
53,2.0,2.0,1.0,0.0,0.8,4.0,27.601231519001885,1.0935385259819945,,,,
54,1.0,1.0,0.0,0.0,0.6,3.0,28.552933509003196,1.064715228980784,,,,
55,2.0,2.0,0.0,0.0,0.0,2.8000000000000003,23.667555612999422,1.0283718188090265,,,,
56,1.0,1.0,0.0,0.0,0.8,4.800000000000001,21.123228522999852,1.1069636098541114,,,,
57,2.0,2.0,1.0,0.0,0.0,4.0,23.641856274996826,2.0430121073772276,,,,
58,2.0,1.0015024150241503,0.0,0.0,0.0,5.0,5.24979055699805,1.0980428986903452,,,,
59,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,5.444022462004796,1.0227559360475733,,,,
60,2.0,2.0,0.0,0.0,0.0,3.6,23.954573682000046,2.015409614761336,,,,
61,0.0,0.0,0.0,0.0,0.8,5.4,31.073433377001493,2.1856006499578853,,,,
62,2.0,1.0015024150241503,0.0,0.0,0.6,4.800000000000001,23.743638746993383,0.211810968286109,0.31354875411905586,,,
63,1.0,1.0,1.0,0.0,0.3999999999999999,4.6000000000000005,1.5801167909958167,2.0827850829862466,,,,
64,1.0,1.0,0.0,0.0,0.3999999999999999,4.2,30.449241066999093,2.074137261243726,,,,
65,4.0,2.008835748357483,0.0,0.0,0.0,5.6000000000000005,24.492609426000854,1.0496747765838914,,,,
66,2.0,2.0,0.0,0.0,0.0,4.800000000000001,31.025651896001364,2.1309289917777554,,,,
67,1.0,1.0,0.0,0.0,1.0,4.2,27.15276556799654,2.060149270882396,,,,
68,1.0,0.0015024150241502415,0.0,0.0,0.3999999999999999,2.6,4.980658203996427,0.061773219949286556,0.2951685142656,,,
69,2.0,2.0,0.0,0.0,0.0,5.2,26.45618018299865,2.112177406275744,,,,
70,2.0,2.0,0.0,0.0,0.3999999999999999,3.4000000000000004,31.47537212399766,0.3128992546590701,0.38203796384884914,,,
71,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,33.18226713000331,1.0424315026103181,,,,
72,2.0,2.0,0.0,0.0,0.0,5.6000000000000005,23.608188010999584,3.162585165334409,,,,
73,1.0,1.0,0.0,0.0,0.0,3.4000000000000004,27.749048138000944,1.0583728336623301,,,,
74,1.0,1.0,0.0,0.0,0.0,2.8000000000000003,23.785800603000098,1.0524724404866084,,,,
75,1.0,1.0,0.0,0.0,0.8,3.8000000000000003,30.88858666500164,2.0325645709717564,,,,
76,1.0,1.0,0.0,0.0,0.3999999999999999,3.4000000000000004,5.127773847001663,1.117935944303542,,,,
77,2.0,2.0,0.0,0.0,0.0,2.8000000000000003,21.32123160899937,1.0724847469789711,,,,
78,1.0,1.0,0.0,0.0,0.3999999999999999,3.6,29.313655754005595,1.1794677007940029,,,,
79,2.0,2.0,1.0,0.0,0.0,3.2,23.309739666001406,1.0463638665938675,,,,
80,1.0,1.0,0.0,0.0,0.0,4.0,33.5858760839983,1.1382669543760415,,,,
81,1.0,1.0,0.0,0.0,0.8,5.2,26.840767754998524,1.2618516783783427,,,,
82,1.0,1.0,0.0,0.0,0.6,5.4,30.90719304799859,2.219835003804033,,,,
83,1.0,1.0,0.0,0.0,0.0,3.2,27.98693556500075,2.0100962782151406,,,,
84,3.0,2.007333333333333,0.0,0.0,0.0,3.8000000000000003,32.39059717000055,2.0121508204706666,,,,
85,2.0,1.0027419304993184,0.0,0.0,0.0,3.0,37.60722544199962,1.0265607026279633,,,,
86,2.0,2.0,0.0,0.0,0.0,5.4,25.405213947000448,3.097733980089041,,,,
87,0.0,0.0,0.0,0.0,0.0,4.800000000000001,5.148801477000234,2.2300542479022027,,,,
88,2.0,2.0,0.0,0.0,0.3999999999999999,3.2,31.242707060999237,0.2144917241065457,0.28528309009732505,,,
89,1.0,1.0,0.0,0.0,1.0,2.8000000000000003,27.71296782099671,1.0352513713898563,,,,
90,2.0,2.0,0.0,0.0,0.0,3.0,5.2716149860061705,2.0058301282376543,,,,
91,2.0,1.007333333333333,0.0,0.0,0.0,6.800000000000001,31.63441917999444,2.772389891427354,,,,
92,1.0,1.0,0.0,0.0,0.0,3.8000000000000003,27.675485631996708,1.1606156928080367,,,,
93,1.0,1.0,0.0,0.0,0.0,3.8000000000000003,27.733742167001765,1.075986976462844,,,,
94,1.0,1.0,0.0,0.0,0.3999999999999999,6.2,23.4287011790002,2.420321222596631,,,,
95,2.0,2.0,0.0,0.0,0.8,3.0,32.202721510999254,0.1493221474720326,0.3380050654819385,,,
96,1.0,1.0,0.0,0.0,0.0,3.6,1.4173598350025713,1.1391522916689323,,,,
97,2.0,2.0,1.0,0.0,0.0,2.4000000000000004,23.23746495100204,1.044472514256982,,,,
98,1.0,1.0,0.0,0.0,0.19999999999999996,4.2,31.435428386997955,1.1218269534586063,,,,
99,2.0,2.0,0.0,0.0,0.0,3.4000000000000004,31.969435109996994,1.0586518372479503,,,,
100,1.0,1.0,0.0,0.0,0.0,2.2,5.40465816300275,1.0360541881108272,,,,
101,2.0,2.0,0.0,0.0,0.0,3.0,4.882659404996957,1.0333769774062938,,,,
102,0.0,0.0,0.0,0.0,0.0,3.4000000000000004,28.499451448995387,2.0360919959190897,,,,
103,2.0,2.0,0.0,0.0,1.0,2.6,31.705616033003025,0.09220189172646565,0.23552663387547065,,,
104,2.0,2.0,0.0,0.0,1.0,1.8,31.841198691996397,0.04204481010975954,0.24002936796689595,,,
105,2.0,2.0,0.0,0.0,0.0,3.2,23.593132910005806,1.0632979618066034,,,,
106,0.0,0.0,0.0,0.0,0.3999999999999999,4.2,27.92746187600278,1.2163892354676993,,,,
107,1.0,1.0,0.0,0.0,0.0,2.6,30.37514554199879,1.0361265659183403,,,,
108,3.0,1.002169081690816,0.0,0.0,0.19999999999999996,6.800000000000001,30.391956022998784,2.05768578242233,,,,
109,4.0,2.008835748357483,0.0,0.0,0.0,5.6000000000000005,23.924112695996882,2.043660536074197,,,,
110,1.0,1.0,0.0,0.0,0.19999999999999996,2.6,29.85729658400669,1.026644898473844,,,,
111,2.0,1.0015024150241503,1.0,0.0,0.0,3.8000000000000003,5.1606259389955085,1.0496009266466215,,,,
112,1.0,1.0,0.0,0.0,0.0,3.8000000000000003,23.958404996003082,1.0876370078037014,,,,
113,2.0,2.0,0.0,0.0,1.0,2.2,26.409260856999026,0.10796685510955316,0.29888638598085626,,,
114,4.0,3.006530612244898,0.0,0.0,0.19999999999999996,5.4,31.596945436998794,2.17750012760624,,,,
